model_a_id,model_b_id,sense,len_a,len_b,overlap,percent_overlap_a,percent_overlap_b,num_exons_a,num_exons_b,exon_overlap,exon_len_a,exon_len_b,perc_exon_overlap_a,perc_exon_overlap_b
chr_102+CDS599,chr_102+CDS550,+,2012,2012,2012,1.0,1.0,7,7,1614,1614,1614,1.0,1.0
chr_102+CDS602,chr_102+CDS552,+,1338,1338,1338,1.0,1.0,3,3,1194,1194,1194,1.0,1.0
chr_102+CDS603,chr_102+CDS553,-,318,318,318,1.0,1.0,2,2,273,273,273,1.0,1.0
chr_102+CDS604,chr_102+CDS554,+,933,933,933,1.0,1.0,1,1,933,933,933,1.0,1.0
chr_102+CDS605,chr_102+CDS555,+,1208,1208,1208,1.0,1.0,5,5,957,957,957,1.0,1.0
chr_102+CDS607,chr_102+CDS557,-,1679,1679,1679,1.0,1.0,2,2,1629,1629,1629,1.0,1.0
chr_102+CDS609,chr_102+CDS559,-,985,985,985,1.0,1.0,2,2,888,888,888,1.0,1.0
chr_102+CDS610,chr_102+CDS560,-,794,794,794,1.0,1.0,3,3,651,651,651,1.0,1.0
chr_102+CDS612,chr_102+CDS562,+,1395,1395,1395,1.0,1.0,1,1,1395,1395,1395,1.0,1.0
chr_102+CDS614,chr_102+CDS564,+,1377,1377,1377,1.0,1.0,1,1,1377,1377,1377,1.0,1.0
chr_102+CDS615,chr_102+CDS565,+,1915,1915,1915,1.0,1.0,9,9,1377,1377,1377,1.0,1.0
chr_102+CDS616,chr_102+CDS566,+,921,921,921,1.0,1.0,1,1,921,921,921,1.0,1.0
chr_102+CDS617,chr_102+CDS567,-,677,677,677,1.0,1.0,3,3,540,540,540,1.0,1.0
chr_102+CDS622,chr_102+CDS573,+,876,876,876,1.0,1.0,1,1,876,876,876,1.0,1.0
chr_102+CDS623,chr_102+CDS574,-,1224,1224,1224,1.0,1.0,1,1,1224,1224,1224,1.0,1.0
chr_102+CDS624,chr_102+CDS575,-,949,949,949,1.0,1.0,2,2,894,894,894,1.0,1.0
chr_102+CDS627,chr_102+CDS578,+,1468,1468,1468,1.0,1.0,3,3,1356,1356,1356,1.0,1.0
chr_201+CDS5,chr_201+CDS4,+,510,510,510,1.0,1.0,1,1,510,510,510,1.0,1.0
chr_201+CDS6,chr_201+CDS5,-,1298,1298,1298,1.0,1.0,4,4,1038,1038,1038,1.0,1.0
chr_201+CDS9,chr_201+CDS8,-,1704,1704,1704,1.0,1.0,1,1,1704,1704,1704,1.0,1.0
chr_201+CDS10,chr_201+CDS9,+,846,846,846,1.0,1.0,1,1,846,846,846,1.0,1.0
chr_201+CDS12,chr_201+CDS11,-,834,834,834,1.0,1.0,1,1,834,834,834,1.0,1.0
chr_201+CDS14,chr_201+CDS13,-,1398,1398,1398,1.0,1.0,1,1,1398,1398,1398,1.0,1.0
chr_201+CDS15,chr_201+CDS14,+,1035,1035,1035,1.0,1.0,1,1,1035,1035,1035,1.0,1.0
chr_201+CDS16,chr_201+CDS15,+,1500,1500,1500,1.0,1.0,1,1,1500,1500,1500,1.0,1.0
chr_201+CDS17,chr_201+CDS16,+,1728,1728,1728,1.0,1.0,1,1,1728,1728,1728,1.0,1.0
chr_201+CDS18,chr_201+CDS17,+,631,631,631,1.0,1.0,2,2,585,585,585,1.0,1.0
chr_201+CDS22,chr_201+CDS19,-,549,549,549,1.0,1.0,1,1,549,549,549,1.0,1.0
chr_201+CDS23,chr_201+CDS20,+,940,940,940,1.0,1.0,2,2,861,861,861,1.0,1.0
chr_201+CDS26,chr_201+CDS23,+,2025,2025,2025,1.0,1.0,2,2,1968,1968,1968,1.0,1.0
chr_201+CDS27,chr_201+CDS24,-,1403,1403,1403,1.0,1.0,3,3,1257,1257,1257,1.0,1.0
chr_201+CDS29,chr_201+CDS25,-,1067,1067,1067,1.0,1.0,3,3,948,948,948,1.0,1.0
chr_201+CDS32,chr_201+CDS28,+,924,924,924,1.0,1.0,1,1,924,924,924,1.0,1.0
chr_201+CDS35,chr_201+CDS31,-,500,500,500,1.0,1.0,2,2,426,426,426,1.0,1.0
chr_201+CDS36,chr_201+CDS32,-,1168,1168,1168,1.0,1.0,4,4,1002,1002,1002,1.0,1.0
chr_201+CDS37,chr_201+CDS33,-,2323,2323,2323,1.0,1.0,5,5,1824,1824,1824,1.0,1.0
chr_201+CDS38,chr_201+CDS34,+,1366,1366,1366,1.0,1.0,5,5,1119,1119,1119,1.0,1.0
chr_201+CDS39,chr_201+CDS35,+,1125,1125,1125,1.0,1.0,1,1,1125,1125,1125,1.0,1.0
chr_201+CDS40,chr_201+CDS36,-,1021,1021,1021,1.0,1.0,2,2,972,972,972,1.0,1.0
chr_201+CDS41,chr_201+CDS37,-,1368,1368,1368,1.0,1.0,1,1,1368,1368,1368,1.0,1.0
chr_201+CDS42,chr_201+CDS38,+,1331,1331,1331,1.0,1.0,3,3,1209,1209,1209,1.0,1.0
chr_201+CDS43,chr_201+CDS39,-,1438,1438,1438,1.0,1.0,3,3,1305,1305,1305,1.0,1.0
chr_201+CDS48,chr_201+CDS43,+,1430,1430,1430,1.0,1.0,2,2,1374,1374,1374,1.0,1.0
chr_201+CDS51,chr_201+CDS45,-,657,657,657,1.0,1.0,1,1,657,657,657,1.0,1.0
chr_201+CDS52,chr_201+CDS46,+,1597,1597,1597,1.0,1.0,2,2,1539,1539,1539,1.0,1.0
chr_201+CDS54,chr_201+CDS48,+,567,567,567,1.0,1.0,1,1,567,567,567,1.0,1.0
chr_201+CDS58,chr_201+CDS52,-,695,695,695,1.0,1.0,2,2,630,630,630,1.0,1.0
chr_201+CDS61,chr_201+CDS55,+,1188,1188,1188,1.0,1.0,3,3,1083,1083,1083,1.0,1.0
chr_201+CDS63,chr_201+CDS57,-,1384,1384,1384,1.0,1.0,3,3,1251,1251,1251,1.0,1.0
chr_201+CDS64,chr_201+CDS58,+,1364,1364,1364,1.0,1.0,2,2,1320,1320,1320,1.0,1.0
chr_201+CDS66,chr_201+CDS60,-,1839,1839,1839,1.0,1.0,1,1,1839,1839,1839,1.0,1.0
chr_201+CDS69,chr_201+CDS62,-,588,588,588,1.0,1.0,2,2,528,528,528,1.0,1.0
chr_201+CDS70,chr_201+CDS63,+,1552,1552,1552,1.0,1.0,5,5,1299,1299,1299,1.0,1.0
chr_201+CDS71,chr_201+CDS64,-,1669,1669,1669,1.0,1.0,3,3,1545,1545,1545,1.0,1.0
chr_201+CDS72,chr_201+CDS65,-,2770,2770,2770,1.0,1.0,5,5,2547,2547,2547,1.0,1.0
chr_201+CDS75,chr_201+CDS68,+,482,482,482,1.0,1.0,2,2,429,429,429,1.0,1.0
chr_201+CDS78,chr_201+CDS71,+,1387,1387,1387,1.0,1.0,2,2,1329,1329,1329,1.0,1.0
chr_201+CDS80,chr_201+CDS72,-,1752,1752,1752,1.0,1.0,1,1,1752,1752,1752,1.0,1.0
chr_201+CDS81,chr_201+CDS73,+,1587,1587,1587,1.0,1.0,1,1,1587,1587,1587,1.0,1.0
chr_201+CDS82,chr_201+CDS74,-,759,759,759,1.0,1.0,3,3,648,648,648,1.0,1.0
chr_201+CDS87,chr_201+CDS77,-,632,632,632,1.0,1.0,3,3,489,489,489,1.0,1.0
chr_201+CDS88,chr_201+CDS78,+,1474,1474,1474,1.0,1.0,8,8,1092,1092,1092,1.0,1.0
chr_201+CDS89,chr_201+CDS79,+,1761,1761,1761,1.0,1.0,2,2,1695,1695,1695,1.0,1.0
chr_201+CDS91,chr_201+CDS81,+,507,507,507,1.0,1.0,1,1,507,507,507,1.0,1.0
chr_201+CDS92,chr_201+CDS82,+,1791,1791,1791,1.0,1.0,1,1,1791,1791,1791,1.0,1.0
chr_201+CDS93,chr_201+CDS83,-,1497,1497,1497,1.0,1.0,1,1,1497,1497,1497,1.0,1.0
chr_201+CDS98,chr_201+CDS87,-,996,996,996,1.0,1.0,1,1,996,996,996,1.0,1.0
chr_201+CDS99,chr_201+CDS88,-,763,763,763,1.0,1.0,3,3,627,627,627,1.0,1.0
chr_201+CDS101,chr_201+CDS90,-,2295,2295,2295,1.0,1.0,6,6,1992,1992,1992,1.0,1.0
chr_201+CDS103,chr_201+CDS92,+,819,819,819,1.0,1.0,1,1,819,819,819,1.0,1.0
chr_201+CDS110,chr_201+CDS97,+,360,360,360,1.0,1.0,1,1,360,360,360,1.0,1.0
chr_201+CDS111,chr_201+CDS98,+,3406,3406,3406,1.0,1.0,11,11,2889,2889,2889,1.0,1.0
chr_201+CDS112,chr_201+CDS99,+,1731,1731,1731,1.0,1.0,5,5,1515,1515,1515,1.0,1.0
chr_201+CDS114,chr_201+CDS101,-,861,861,861,1.0,1.0,1,1,861,861,861,1.0,1.0
chr_201+CDS115,chr_201+CDS102,+,684,684,684,1.0,1.0,1,1,684,684,684,1.0,1.0
chr_201+CDS116,chr_201+CDS103,+,798,798,798,1.0,1.0,1,1,798,798,798,1.0,1.0
chr_201+CDS118,chr_201+CDS105,+,1644,1644,1644,1.0,1.0,3,3,1521,1521,1521,1.0,1.0
chr_201+CDS119,chr_201+CDS106,-,1218,1218,1218,1.0,1.0,1,1,1218,1218,1218,1.0,1.0
chr_201+CDS122,chr_201+CDS108,-,1544,1544,1544,1.0,1.0,3,3,1413,1413,1413,1.0,1.0
chr_201+CDS123,chr_201+CDS109,+,925,925,925,1.0,1.0,2,2,813,813,813,1.0,1.0
chr_201+CDS125,chr_201+CDS111,+,1282,1282,1282,1.0,1.0,3,3,1161,1161,1161,1.0,1.0
chr_201+CDS126,chr_201+CDS112,-,1036,1036,1036,1.0,1.0,6,6,735,735,735,1.0,1.0
chr_201+CDS129,chr_201+CDS114,+,1594,1594,1594,1.0,1.0,2,2,1527,1527,1527,1.0,1.0
chr_201+CDS130,chr_201+CDS115,+,1761,1761,1761,1.0,1.0,3,3,1644,1644,1644,1.0,1.0
chr_201+CDS133,chr_201+CDS117,+,4317,4317,4317,1.0,1.0,2,2,4260,4260,4260,1.0,1.0
chr_201+CDS134,chr_201+CDS118,-,1004,1004,1004,1.0,1.0,3,3,861,861,861,1.0,1.0
chr_201+CDS135,chr_201+CDS119,+,4245,4245,4245,1.0,1.0,1,1,4245,4245,4245,1.0,1.0
chr_201+CDS136,chr_201+CDS120,-,2296,2296,2296,1.0,1.0,2,2,2187,2187,2187,1.0,1.0
chr_201+CDS137,chr_201+CDS121,+,1665,1665,1665,1.0,1.0,2,2,1587,1587,1587,1.0,1.0
chr_201+CDS138,chr_201+CDS122,-,1681,1681,1681,1.0,1.0,3,3,1566,1566,1566,1.0,1.0
chr_201+CDS139,chr_201+CDS123,+,602,602,602,1.0,1.0,2,2,540,540,540,1.0,1.0
chr_201+CDS140,chr_201+CDS124,-,11933,11933,11933,1.0,1.0,3,3,11784,11784,11784,1.0,1.0
chr_201+CDS143,chr_201+CDS126,+,2556,2556,2556,1.0,1.0,1,1,2556,2556,2556,1.0,1.0
chr_201+CDS146,chr_201+CDS127,+,831,831,831,1.0,1.0,1,1,831,831,831,1.0,1.0
chr_201+CDS147,chr_201+CDS128,-,2059,2059,2059,1.0,1.0,6,6,1806,1806,1806,1.0,1.0
chr_201+CDS148,chr_201+CDS129,+,2239,2239,2239,1.0,1.0,6,6,2001,2001,2001,1.0,1.0
chr_201+CDS149,chr_201+CDS130,+,996,996,996,1.0,1.0,3,3,882,882,882,1.0,1.0
chr_201+CDS150,chr_201+CDS131,-,1132,1132,1132,1.0,1.0,2,2,1077,1077,1077,1.0,1.0
chr_201+CDS152,chr_201+CDS132,+,838,838,838,1.0,1.0,2,2,774,774,774,1.0,1.0
chr_201+CDS153,chr_201+CDS133,-,1276,1276,1276,1.0,1.0,3,3,1155,1155,1155,1.0,1.0
chr_201+CDS156,chr_201+CDS136,-,1143,1143,1143,1.0,1.0,1,1,1143,1143,1143,1.0,1.0
chr_201+CDS158,chr_201+CDS138,+,1944,1944,1944,1.0,1.0,6,6,1647,1647,1647,1.0,1.0
chr_201+CDS159,chr_201+CDS139,+,744,744,744,1.0,1.0,1,1,744,744,744,1.0,1.0
chr_201+CDS160,chr_201+CDS140,+,1219,1219,1219,1.0,1.0,3,3,1113,1113,1113,1.0,1.0
chr_201+CDS164,chr_201+CDS143,-,897,897,897,1.0,1.0,3,3,777,777,777,1.0,1.0
chr_201+CDS165,chr_201+CDS144,-,881,881,881,1.0,1.0,2,2,816,816,816,1.0,1.0
chr_201+CDS167,chr_201+CDS146,+,1834,1834,1834,1.0,1.0,6,6,1575,1575,1575,1.0,1.0
chr_201+CDS168,chr_201+CDS148,-,3295,3295,3295,1.0,1.0,4,4,3108,3108,3108,1.0,1.0
chr_201+CDS169,chr_201+CDS149,-,2040,2040,2040,1.0,1.0,1,1,2040,2040,2040,1.0,1.0
chr_201+CDS170,chr_201+CDS150,-,7039,7039,7039,1.0,1.0,5,5,6747,6747,6747,1.0,1.0
chr_201+CDS171,chr_201+CDS151,+,913,913,913,1.0,1.0,3,3,768,768,768,1.0,1.0
chr_201+CDS173,chr_201+CDS153,-,2086,2086,2086,1.0,1.0,6,6,1836,1836,1836,1.0,1.0
chr_201+CDS176,chr_201+CDS155,+,1202,1202,1202,1.0,1.0,2,2,1149,1149,1149,1.0,1.0
chr_201+CDS177,chr_201+CDS156,+,1669,1669,1669,1.0,1.0,5,5,1464,1464,1464,1.0,1.0
chr_201+CDS178,chr_201+CDS157,+,1911,1911,1911,1.0,1.0,1,1,1911,1911,1911,1.0,1.0
chr_201+CDS181,chr_201+CDS159,+,4524,4524,4524,1.0,1.0,1,1,4524,4524,4524,1.0,1.0
chr_201+CDS182,chr_201+CDS160,+,879,879,879,1.0,1.0,2,2,804,804,804,1.0,1.0
chr_201+CDS183,chr_201+CDS161,-,1074,1074,1074,1.0,1.0,1,1,1074,1074,1074,1.0,1.0
chr_201+CDS184,chr_201+CDS162,-,999,999,999,1.0,1.0,1,1,999,999,999,1.0,1.0
chr_201+CDS185,chr_201+CDS163,-,495,495,495,1.0,1.0,1,1,495,495,495,1.0,1.0
chr_201+CDS186,chr_201+CDS164,-,867,867,867,1.0,1.0,1,1,867,867,867,1.0,1.0
chr_201+CDS187,chr_201+CDS165,-,1823,1823,1823,1.0,1.0,2,2,1764,1764,1764,1.0,1.0
chr_201+CDS188,chr_201+CDS166,+,1183,1183,1183,1.0,1.0,4,4,1032,1032,1032,1.0,1.0
chr_201+CDS189,chr_201+CDS167,+,1868,1868,1868,1.0,1.0,6,6,1608,1608,1608,1.0,1.0
chr_201+CDS192,chr_201+CDS171,-,1629,1629,1629,1.0,1.0,1,1,1629,1629,1629,1.0,1.0
chr_201+CDS193,chr_201+CDS172,-,1742,1742,1742,1.0,1.0,5,5,1542,1542,1542,1.0,1.0
chr_201+CDS195,chr_201+CDS173,+,1579,1579,1579,1.0,1.0,3,3,1476,1476,1476,1.0,1.0
chr_201+CDS196,chr_201+CDS174,-,1816,1816,1816,1.0,1.0,3,3,1716,1716,1716,1.0,1.0
chr_201+CDS197,chr_201+CDS175,+,2469,2469,2469,1.0,1.0,3,3,2358,2358,2358,1.0,1.0
chr_201+CDS200,chr_201+CDS178,+,4290,4290,4290,1.0,1.0,8,8,3936,3936,3936,1.0,1.0
chr_201+CDS201,chr_201+CDS179,+,724,724,724,1.0,1.0,3,3,582,582,582,1.0,1.0
chr_201+CDS202,chr_201+CDS180,-,1765,1765,1765,1.0,1.0,4,4,1563,1563,1563,1.0,1.0
chr_201+CDS203,chr_201+CDS181,-,971,971,971,1.0,1.0,2,2,924,924,924,1.0,1.0
chr_201+CDS204,chr_201+CDS182,+,2039,2039,2039,1.0,1.0,7,7,1662,1662,1662,1.0,1.0
chr_201+CDS206,chr_201+CDS184,+,1004,1004,1004,1.0,1.0,2,2,945,945,945,1.0,1.0
chr_201+CDS209,chr_201+CDS186,+,2046,2046,2046,1.0,1.0,4,4,1800,1800,1800,1.0,1.0
chr_201+CDS210,chr_201+CDS187,+,1638,1638,1638,1.0,1.0,1,1,1638,1638,1638,1.0,1.0
chr_201+CDS211,chr_201+CDS188,+,1623,1623,1623,1.0,1.0,3,3,1494,1494,1494,1.0,1.0
chr_201+CDS218,chr_201+CDS194,+,1733,1733,1733,1.0,1.0,3,3,1593,1593,1593,1.0,1.0
chr_201+CDS219,chr_201+CDS195,-,1448,1448,1448,1.0,1.0,2,2,1395,1395,1395,1.0,1.0
chr_201+CDS221,chr_201+CDS196,+,1960,1960,1960,1.0,1.0,4,4,1794,1794,1794,1.0,1.0
chr_201+CDS222,chr_201+CDS197,+,1026,1026,1026,1.0,1.0,1,1,1026,1026,1026,1.0,1.0
chr_201+CDS224,chr_201+CDS199,-,513,513,513,1.0,1.0,1,1,513,513,513,1.0,1.0
chr_201+CDS225,chr_201+CDS200,+,2783,2783,2783,1.0,1.0,10,10,2253,2253,2253,1.0,1.0
chr_201+CDS226,chr_201+CDS201,+,1998,1998,1998,1.0,1.0,4,4,1842,1842,1842,1.0,1.0
chr_201+CDS229,chr_201+CDS203,-,1751,1751,1751,1.0,1.0,5,5,1527,1527,1527,1.0,1.0
chr_201+CDS230,chr_201+CDS204,+,1137,1137,1137,1.0,1.0,4,4,972,972,972,1.0,1.0
chr_201+CDS231,chr_201+CDS205,+,2445,2445,2445,1.0,1.0,1,1,2445,2445,2445,1.0,1.0
chr_201+CDS232,chr_201+CDS206,-,477,477,477,1.0,1.0,1,1,477,477,477,1.0,1.0
chr_201+CDS234,chr_201+CDS208,+,1408,1408,1408,1.0,1.0,2,2,1347,1347,1347,1.0,1.0
chr_201+CDS236,chr_201+CDS210,+,1156,1156,1156,1.0,1.0,3,3,1056,1056,1056,1.0,1.0
chr_201+CDS237,chr_201+CDS211,-,790,790,790,1.0,1.0,2,2,732,732,732,1.0,1.0
chr_201+CDS239,chr_201+CDS213,-,1852,1852,1852,1.0,1.0,2,2,1803,1803,1803,1.0,1.0
chr_201+CDS240,chr_201+CDS214,+,705,705,705,1.0,1.0,1,1,705,705,705,1.0,1.0
chr_201+CDS241,chr_201+CDS215,-,384,384,384,1.0,1.0,2,2,306,306,306,1.0,1.0
chr_201+CDS242,chr_201+CDS216,+,648,648,648,1.0,1.0,1,1,648,648,648,1.0,1.0
chr_201+CDS243,chr_201+CDS217,+,510,510,510,1.0,1.0,4,4,297,297,297,1.0,1.0
chr_201+CDS244,chr_201+CDS218,+,471,471,471,1.0,1.0,3,3,312,312,312,1.0,1.0
chr_201+CDS245,chr_201+CDS219,-,3672,3672,3672,1.0,1.0,3,3,3561,3561,3561,1.0,1.0
chr_201+CDS247,chr_201+CDS221,+,423,423,423,1.0,1.0,2,2,348,348,348,1.0,1.0
chr_201+CDS248,chr_201+CDS222,-,390,390,390,1.0,1.0,1,1,390,390,390,1.0,1.0
chr_201+CDS249,chr_201+CDS223,-,1371,1371,1371,1.0,1.0,2,2,1317,1317,1317,1.0,1.0
chr_201+CDS251,chr_201+CDS225,-,464,464,464,1.0,1.0,3,3,327,327,327,1.0,1.0
chr_201+CDS252,chr_201+CDS226,+,1801,1801,1801,1.0,1.0,4,4,1641,1641,1641,1.0,1.0
chr_201+CDS255,chr_201+CDS229,-,1390,1390,1390,1.0,1.0,2,2,1335,1335,1335,1.0,1.0
chr_201+CDS256,chr_201+CDS230,-,2577,2577,2577,1.0,1.0,1,1,2577,2577,2577,1.0,1.0
chr_201+CDS257,chr_201+CDS231,-,1086,1086,1086,1.0,1.0,1,1,1086,1086,1086,1.0,1.0
chr_201+CDS258,chr_201+CDS232,-,1635,1635,1635,1.0,1.0,1,1,1635,1635,1635,1.0,1.0
chr_201+CDS264,chr_201+CDS238,-,1933,1933,1933,1.0,1.0,3,3,1821,1821,1821,1.0,1.0
chr_201+CDS265,chr_201+CDS239,-,3477,3477,3477,1.0,1.0,1,1,3477,3477,3477,1.0,1.0
chr_201+CDS266,chr_201+CDS240,-,1863,1863,1863,1.0,1.0,3,3,1578,1578,1578,1.0,1.0
chr_201+CDS269,chr_201+CDS243,+,931,931,931,1.0,1.0,5,5,696,696,696,1.0,1.0
chr_201+CDS270,chr_201+CDS244,+,1669,1669,1669,1.0,1.0,2,2,1611,1611,1611,1.0,1.0
chr_201+CDS271,chr_201+CDS245,+,1328,1328,1328,1.0,1.0,2,2,1239,1239,1239,1.0,1.0
chr_201+CDS272,chr_201+CDS246,-,1665,1665,1665,1.0,1.0,6,6,1368,1368,1368,1.0,1.0
chr_201+CDS273,chr_201+CDS247,-,1226,1226,1226,1.0,1.0,7,7,774,774,774,1.0,1.0
chr_201+CDS274,chr_201+CDS248,-,5881,5881,5881,1.0,1.0,2,2,5811,5811,5811,1.0,1.0
chr_201+CDS276,chr_201+CDS250,+,2340,2340,2340,1.0,1.0,3,3,2244,2244,2244,1.0,1.0
chr_201+CDS277,chr_201+CDS251,+,1423,1423,1423,1.0,1.0,2,2,1359,1359,1359,1.0,1.0
chr_201+CDS278,chr_201+CDS252,-,969,969,969,1.0,1.0,2,2,882,882,882,1.0,1.0
chr_201+CDS279,chr_201+CDS253,-,1118,1118,1118,1.0,1.0,2,2,1068,1068,1068,1.0,1.0
chr_201+CDS280,chr_201+CDS254,+,895,895,895,1.0,1.0,2,2,798,798,798,1.0,1.0
chr_201+CDS281,chr_201+CDS255,+,2619,2619,2619,1.0,1.0,1,1,2619,2619,2619,1.0,1.0
chr_201+CDS283,chr_201+CDS257,+,734,734,734,1.0,1.0,3,3,204,204,204,1.0,1.0
chr_201+CDS286,chr_201+CDS260,-,1182,1182,1182,1.0,1.0,4,4,1002,1002,1002,1.0,1.0
chr_201+CDS287,chr_201+CDS261,+,2177,2177,2177,1.0,1.0,4,4,2007,2007,2007,1.0,1.0
chr_201+CDS288,chr_201+CDS262,-,748,748,748,1.0,1.0,2,2,636,636,636,1.0,1.0
chr_201+CDS289,chr_201+CDS263,+,1570,1570,1570,1.0,1.0,2,2,1515,1515,1515,1.0,1.0
chr_201+CDS290,chr_201+CDS264,-,2460,2460,2460,1.0,1.0,1,1,2460,2460,2460,1.0,1.0
chr_201+CDS292,chr_201+CDS266,+,1457,1457,1457,1.0,1.0,2,2,1383,1383,1383,1.0,1.0
chr_201+CDS295,chr_201+CDS269,-,1053,1053,1053,1.0,1.0,4,4,819,819,819,1.0,1.0
chr_201+CDS296,chr_201+CDS270,-,1391,1391,1391,1.0,1.0,3,3,1266,1266,1266,1.0,1.0
chr_201+CDS298,chr_201+CDS272,-,2271,2271,2271,1.0,1.0,4,4,2052,2052,2052,1.0,1.0
chr_201+CDS299,chr_201+CDS273,-,1616,1616,1616,1.0,1.0,2,2,1548,1548,1548,1.0,1.0
chr_201+CDS300,chr_201+CDS274,+,2027,2027,2027,1.0,1.0,3,3,1905,1905,1905,1.0,1.0
chr_201+CDS301,chr_201+CDS275,-,2878,2878,2878,1.0,1.0,5,5,2643,2643,2643,1.0,1.0
chr_201+CDS302,chr_201+CDS276,-,1893,1893,1893,1.0,1.0,3,3,1755,1755,1755,1.0,1.0
chr_201+CDS303,chr_201+CDS277,-,626,626,626,1.0,1.0,6,6,249,249,249,1.0,1.0
chr_201+CDS305,chr_201+CDS279,-,1134,1134,1134,1.0,1.0,1,1,1134,1134,1134,1.0,1.0
chr_201+CDS308,chr_201+CDS282,-,1096,1096,1096,1.0,1.0,5,5,858,858,858,1.0,1.0
chr_201+CDS309,chr_201+CDS283,+,729,729,729,1.0,1.0,2,2,663,663,663,1.0,1.0
chr_201+CDS310,chr_201+CDS284,-,787,787,787,1.0,1.0,3,3,483,483,483,1.0,1.0
chr_201+CDS311,chr_201+CDS285,+,1400,1400,1400,1.0,1.0,3,3,1248,1248,1248,1.0,1.0
chr_201+CDS312,chr_201+CDS286,+,1810,1810,1810,1.0,1.0,4,4,1551,1551,1551,1.0,1.0
chr_201+CDS314,chr_201+CDS288,-,1555,1555,1555,1.0,1.0,2,2,1476,1476,1476,1.0,1.0
chr_201+CDS315,chr_201+CDS289,-,2263,2263,2263,1.0,1.0,4,4,2064,2064,2064,1.0,1.0
chr_201+CDS319,chr_201+CDS293,+,1392,1392,1392,1.0,1.0,1,1,1392,1392,1392,1.0,1.0
chr_201+CDS320,chr_201+CDS294,-,2153,2153,2153,1.0,1.0,3,3,2046,2046,2046,1.0,1.0
chr_201+CDS321,chr_201+CDS295,-,1050,1050,1050,1.0,1.0,1,1,1050,1050,1050,1.0,1.0
chr_201+CDS324,chr_201+CDS296,-,1900,1900,1900,1.0,1.0,3,3,1704,1704,1704,1.0,1.0
chr_201+CDS325,chr_201+CDS297,+,1095,1095,1095,1.0,1.0,3,3,963,963,963,1.0,1.0
chr_201+CDS326,chr_201+CDS298,-,1320,1320,1320,1.0,1.0,3,3,1167,1167,1167,1.0,1.0
chr_201+CDS327,chr_201+CDS299,-,1239,1239,1239,1.0,1.0,1,1,1239,1239,1239,1.0,1.0
chr_201+CDS329,chr_201+CDS301,+,883,883,883,1.0,1.0,2,2,831,831,831,1.0,1.0
chr_201+CDS330,chr_201+CDS302,+,1337,1337,1337,1.0,1.0,3,3,1113,1113,1113,1.0,1.0
chr_201+CDS332,chr_201+CDS304,+,1139,1139,1139,1.0,1.0,3,3,846,846,846,1.0,1.0
chr_201+CDS333,chr_201+CDS305,-,1647,1647,1647,1.0,1.0,1,1,1647,1647,1647,1.0,1.0
chr_201+CDS334,chr_201+CDS306,+,1434,1434,1434,1.0,1.0,1,1,1434,1434,1434,1.0,1.0
chr_201+CDS335,chr_201+CDS307,+,2028,2028,2028,1.0,1.0,3,3,1857,1857,1857,1.0,1.0
chr_201+CDS338,chr_201+CDS310,-,1515,1515,1515,1.0,1.0,2,2,1431,1431,1431,1.0,1.0
chr_201+CDS339,chr_201+CDS311,-,713,713,713,1.0,1.0,3,3,594,594,594,1.0,1.0
chr_201+CDS340,chr_201+CDS312,+,729,729,729,1.0,1.0,1,1,729,729,729,1.0,1.0
chr_201+CDS341,chr_201+CDS313,-,1134,1134,1134,1.0,1.0,2,2,1077,1077,1077,1.0,1.0
chr_201+CDS342,chr_201+CDS314,-,2903,2903,2903,1.0,1.0,3,3,2778,2778,2778,1.0,1.0
chr_201+CDS343,chr_201+CDS315,+,1202,1202,1202,1.0,1.0,2,2,1149,1149,1149,1.0,1.0
chr_201+CDS344,chr_201+CDS316,+,1012,1012,1012,1.0,1.0,2,2,849,849,849,1.0,1.0
chr_201+CDS345,chr_201+CDS317,-,1920,1920,1920,1.0,1.0,1,1,1920,1920,1920,1.0,1.0
chr_201+CDS346,chr_201+CDS318,+,1514,1514,1514,1.0,1.0,3,3,1404,1404,1404,1.0,1.0
chr_201+CDS347,chr_201+CDS319,-,2772,2772,2772,1.0,1.0,3,3,2643,2643,2643,1.0,1.0
chr_201+CDS349,chr_201+CDS321,-,4583,4583,4583,1.0,1.0,4,4,4392,4392,4392,1.0,1.0
chr_201+CDS354,chr_201+CDS326,+,1880,1880,1880,1.0,1.0,2,2,1815,1815,1815,1.0,1.0
chr_201+CDS356,chr_201+CDS328,+,2082,2082,2082,1.0,1.0,4,4,1881,1881,1881,1.0,1.0
chr_201+CDS360,chr_201+CDS332,+,1759,1759,1759,1.0,1.0,4,4,1572,1572,1572,1.0,1.0
chr_201+CDS361,chr_201+CDS333,-,714,714,714,1.0,1.0,1,1,714,714,714,1.0,1.0
chr_201+CDS362,chr_201+CDS334,+,1347,1347,1347,1.0,1.0,2,2,1218,1218,1218,1.0,1.0
chr_201+CDS363,chr_201+CDS335,+,2912,2912,2912,1.0,1.0,2,2,2838,2838,2838,1.0,1.0
chr_201+CDS365,chr_201+CDS337,-,988,988,988,1.0,1.0,3,3,855,855,855,1.0,1.0
chr_201+CDS366,chr_201+CDS338,+,3622,3622,3622,1.0,1.0,7,7,3282,3282,3282,1.0,1.0
chr_201+CDS370,chr_201+CDS342,-,357,357,357,1.0,1.0,3,3,237,237,237,1.0,1.0
