model_a_id,model_b_id,sense,len_a,len_b,overlap,percent_overlap_a,percent_overlap_b,num_exons_a,num_exons_b,exon_overlap,exon_len_a,exon_len_b,perc_exon_overlap_a,perc_exon_overlap_b
chr_302+CDS120,chr_101+CDS134,-,4701,1721,1657,0.3524781961284833,0.9628123184195235,1,5,4701,1470,1406,0.2990853009997873,0.9564625850340136
chr_302+CDS121,chr_101+CDS135,+,3347,8248,3347,1.0,0.4057953443258972,8,10,2889,7677,2821,0.9764624437521634,0.36746124788328777
chr_302+CDS125,chr_101+CDS137,+,900,1459,549,0.61,0.3762851267991775,2,4,834,1296,374,0.44844124700239807,0.28858024691358025
chr_302+CDS127,chr_101+CDS138,+,2494,1120,727,0.29149959903769046,0.6491071428571429,3,2,2376,1053,605,0.25462962962962965,0.5745489078822412
chr_302+CDS127,chr_101+CDS139,+,2494,1311,875,0.35084202085004007,0.6674294431731502,3,5,2376,1119,734,0.30892255892255893,0.6559428060768543
chr_302+CDS128,chr_101+CDS139,+,1411,1311,109,0.07725017717930546,0.08314263920671243,2,5,1350,1119,109,0.08074074074074074,0.09740840035746202
chr_302+CDS129,chr_101+CDS140,-,6472,1832,492,0.07601977750309023,0.2685589519650655,6,6,6192,1584,351,0.056686046511627904,0.2215909090909091
chr_302+CDS131,chr_101+CDS142,-,2361,2521,1727,0.7314697162219399,0.6850456168187228,4,3,2199,2412,1676,0.7621646202819463,0.6948590381426202
chr_302+CDS132,chr_101+CDS143,-,2110,762,762,0.36113744075829385,1.0,4,1,1905,762,707,0.3711286089238845,0.9278215223097113
chr_302+CDS133,chr_101+CDS144,+,1389,980,77,0.05543556515478762,0.07857142857142857,5,3,1155,846,77,0.06666666666666667,0.09101654846335698
chr_302+CDS133,chr_101+CDS145,+,1389,6342,150,0.1079913606911447,0.023651844843897825,5,11,1155,5181,150,0.12987012987012986,0.02895193977996526
chr_302+CDS135,chr_101+CDS145,+,929,6342,929,1.0,0.14648375906654051,5,11,648,5181,648,1.0,0.1250723798494499
chr_302+CDS137,chr_101+CDS145,+,778,6342,264,0.3393316195372751,0.041627246925260174,2,11,720,5181,264,0.36666666666666664,0.050955414012738856
chr_302+CDS141,chr_101+CDS148,+,2850,2508,1160,0.4070175438596491,0.4625199362041467,7,1,2457,2508,958,0.3899063899063899,0.38197767145135564
chr_302+CDS143,chr_101+CDS150,+,864,836,726,0.8402777777777778,0.868421052631579,3,2,705,786,527,0.7475177304964539,0.6704834605597965
chr_302+CDS145,chr_101+CDS152,+,1138,1664,181,0.15905096660808435,0.10877403846153846,2,3,990,1407,181,0.18282828282828284,0.12864250177683015
chr_302+CDS146,chr_101+CDS152,+,753,1664,753,1.0,0.45252403846153844,1,3,753,1407,583,0.7742363877822045,0.4143567874911159
chr_302+CDS148,chr_101+CDS154,-,3834,480,480,0.12519561815336464,1.0,2,2,3783,405,405,0.1070578905630452,1.0
chr_302+CDS148,chr_101+CDS155,-,3834,1815,1815,0.47339593114241,1.0,2,1,3783,1815,1764,0.4662965900079302,0.971900826446281
chr_302+CDS149,chr_101+CDS156,+,5805,3639,3155,0.5434969853574505,0.8669964275899973,2,1,5745,3639,3155,0.5491731940818103,0.8669964275899973
chr_302+CDS149,chr_101+CDS157,+,5805,2226,1909,0.32885443583118,0.8575920934411501,2,8,5745,1836,1533,0.2668407310704961,0.8349673202614379
chr_302+CDS150,chr_101+CDS158,-,1400,1972,1400,1.0,0.7099391480730223,5,5,1074,1767,961,0.8947858472998138,0.543859649122807
chr_302+CDS151,chr_101+CDS159,+,4125,1499,270,0.06545454545454546,0.1801200800533689,1,6,4125,1092,199,0.04824242424242424,0.18223443223443223
chr_302+CDS152,chr_101+CDS161,-,2736,1375,961,0.3512426900584795,0.6989090909090909,5,5,2499,1008,643,0.25730292116846737,0.6378968253968254
chr_302+CDS153,chr_101+CDS162,+,1238,1293,782,0.6316639741518578,0.6047950502706884,5,3,966,1158,570,0.5900621118012422,0.49222797927461137
chr_302+CDS156,chr_101+CDS166,+,3237,1724,543,0.16774791473586653,0.31496519721577726,2,4,3171,1269,183,0.05771050141911069,0.14420803782505912
chr_302+CDS157,chr_101+CDS169,+,3982,1629,1535,0.38548468106479156,0.9422958870472683,12,1,3321,1629,981,0.2953929539295393,0.6022099447513812
chr_302+CDS157,chr_101+CDS170,+,3982,497,375,0.09417378201908588,0.7545271629778671,12,3,3321,366,299,0.09003312255344775,0.8169398907103825
chr_302+CDS158,chr_101+CDS171,-,1782,807,776,0.43546576879910215,0.9615861214374225,2,1,1716,807,710,0.41375291375291373,0.8798017348203222
chr_302+CDS159,chr_101+CDS174,-,2053,1374,856,0.4169508037018997,0.6229985443959243,3,1,1941,1374,744,0.38330757341576505,0.5414847161572053
chr_302+CDS160,chr_101+CDS175,+,1177,1257,157,0.13338997451146983,0.1249005568814638,3,2,1068,1188,157,0.14700374531835206,0.13215488215488216
chr_302+CDS164,chr_101+CDS177,+,1177,817,817,0.6941376380628717,1.0,3,5,951,546,492,0.5173501577287066,0.9010989010989011
chr_302+CDS165,chr_101+CDS178,-,481,774,282,0.5862785862785863,0.3643410852713178,3,1,321,774,185,0.5763239875389408,0.23901808785529716
chr_302+CDS166,chr_101+CDS179,-,2073,1450,1285,0.6198745779064159,0.8862068965517241,3,2,1896,1386,1108,0.5843881856540084,0.7994227994227994
chr_302+CDS168,chr_101+CDS181,-,1878,2548,453,0.24121405750798722,0.17778649921507064,3,19,1746,1554,268,0.15349369988545247,0.17245817245817247
chr_302+CDS169,chr_101+CDS182,+,1895,1937,408,0.21530343007915567,0.2106350025813113,2,5,1842,1680,286,0.15526601520086863,0.17023809523809524
chr_302+CDS170,chr_101+CDS182,+,1867,1937,416,0.22281735404392072,0.21476510067114093,4,5,1674,1680,340,0.2031063321385902,0.20238095238095238
chr_302+CDS172,chr_101+CDS184,-,1453,1263,399,0.2746042670337233,0.3159144893111639,4,1,1263,1263,330,0.26128266033254155,0.26128266033254155
chr_302+CDS173,chr_101+CDS185,+,1884,957,766,0.40658174097664546,0.800417972831766,3,1,1719,957,681,0.3961605584642234,0.7115987460815048
chr_302+CDS177,chr_101+CDS187,+,1657,729,703,0.42426071213035604,0.9643347050754458,5,1,1467,729,652,0.4444444444444444,0.8943758573388203
chr_302+CDS180,chr_101+CDS190,-,684,1409,404,0.5906432748538012,0.2867281760113556,4,4,462,1254,297,0.6428571428571429,0.23684210526315788
chr_302+CDS181,chr_101+CDS190,-,3240,1409,166,0.05123456790123457,0.11781405251951739,3,4,3144,1254,166,0.052798982188295165,0.13237639553429026
chr_302+CDS182,chr_101+CDS192,-,1668,1503,1168,0.7002398081534772,0.7771124417831005,3,1,1554,1503,1122,0.722007722007722,0.7465069860279441
chr_302+CDS183,chr_101+CDS194,-,3452,3307,2077,0.6016801853997682,0.6280616873299063,3,3,3354,3201,2024,0.6034585569469291,0.6323024054982818
chr_302+CDS185,chr_101+CDS195,-,1922,2856,427,0.22216441207075963,0.14950980392156862,8,1,1497,2856,306,0.20440881763527055,0.10714285714285714
chr_302+CDS186,chr_101+CDS195,-,1899,2856,665,0.35018430753027907,0.23284313725490197,3,1,1737,2856,582,0.33506044905008636,0.20378151260504201
chr_302+CDS187,chr_101+CDS196,-,2046,2916,2046,1.0,0.7016460905349794,3,1,1896,2916,1896,1.0,0.6502057613168725
chr_302+CDS188,chr_101+CDS197,-,1342,1449,966,0.7198211624441133,0.6666666666666666,2,1,1299,1449,923,0.7105465742879138,0.6369910282953761
chr_302+CDS190,chr_101+CDS198,-,1404,7850,1404,1.0,0.17885350318471338,3,7,1251,6489,1251,1.0,0.1927877947295423
chr_302+CDS193,chr_101+CDS200,+,392,2372,392,1.0,0.16526138279932545,3,3,282,2253,282,1.0,0.12516644474034622
chr_302+CDS196,chr_101+CDS203,-,2094,784,78,0.03724928366762178,0.09948979591836735,2,3,2043,642,78,0.0381791483113069,0.12149532710280374
chr_302+CDS198,chr_101+CDS205,+,1143,1467,753,0.6587926509186351,0.5132924335378323,1,2,1143,1413,753,0.6587926509186351,0.5329087048832272
chr_302+CDS200,chr_101+CDS207,-,2022,2427,167,0.08259149357072205,0.06880922950144211,1,1,2022,2427,167,0.08259149357072205,0.06880922950144211
chr_302+CDS201,chr_101+CDS209,-,8305,1893,61,0.007344972907886815,0.03222398309561542,8,1,7869,1893,61,0.007751937984496124,0.03222398309561542
chr_302+CDS201,chr_101+CDS211,-,8305,1781,1781,0.2144491270319085,1.0,8,4,7869,1584,1448,0.18401321641885882,0.9141414141414141
chr_302+CDS207,chr_101+CDS212,+,1941,1228,921,0.47449768160741884,0.75,3,4,1809,1053,694,0.38363736871199555,0.6590693257359924
chr_302+CDS212,chr_101+CDS218,+,2415,1698,834,0.3453416149068323,0.4911660777385159,5,1,2181,1698,716,0.3282897753324163,0.4216725559481743
chr_302+CDS213,chr_101+CDS219,+,1500,1913,728,0.48533333333333334,0.3805541035023523,1,3,1500,1785,728,0.48533333333333334,0.40784313725490196
chr_302+CDS218,chr_101+CDS221,-,1425,7533,1018,0.7143859649122807,0.13513872295234303,1,5,1425,7278,904,0.6343859649122807,0.12420994778785381
chr_302+CDS220,chr_101+CDS222,+,1227,1725,925,0.7538712306438468,0.5362318840579711,1,2,1227,1668,925,0.7538712306438468,0.5545563549160671
chr_302+CDS227,chr_101+CDS227,+,1590,4516,1590,1.0,0.3520814880425155,1,3,1590,4374,1590,1.0,0.3635116598079561
chr_302+CDS229,chr_101+CDS228,-,1290,2240,1150,0.8914728682170543,0.5133928571428571,4,9,1086,1716,769,0.7081031307550645,0.44813519813519814
chr_302+CDS236,chr_101+CDS233,+,873,3604,873,1.0,0.24223085460599333,1,2,873,2976,873,1.0,0.2933467741935484
chr_302+CDS237,chr_101+CDS234,-,1304,1719,115,0.08819018404907976,0.06689936009307737,3,4,1191,1551,84,0.07052896725440806,0.05415860735009671
chr_302+CDS241,chr_101+CDS236,-,2802,1134,431,0.15381870092790864,0.3800705467372134,1,1,2802,1134,431,0.15381870092790864,0.3800705467372134
chr_302+CDS242,chr_101+CDS236,-,1901,1134,196,0.10310362966859547,0.1728395061728395,3,1,1782,1134,136,0.07631874298540965,0.11992945326278659
chr_302+CDS245,chr_101+CDS239,-,1076,1891,1076,1.0,0.5690111052353253,3,4,936,1698,911,0.9732905982905983,0.5365135453474676
chr_302+CDS246,chr_101+CDS241,+,5026,1825,1825,0.36311181854357344,1.0,3,5,4890,1551,1490,0.3047034764826176,0.9606705351386202
chr_302+CDS246,chr_101+CDS242,+,5026,2427,583,0.11599681655391962,0.24021425628347753,3,4,4890,1554,188,0.03844580777096115,0.12097812097812098
chr_302+CDS249,chr_101+CDS243,-,2577,2130,2130,0.8265424912689173,1.0,1,2,2577,1989,1989,0.7718277066356228,1.0
chr_302+CDS255,chr_101+CDS246,+,762,2961,589,0.7729658792650919,0.198919284025667,2,1,696,2961,589,0.8462643678160919,0.198919284025667
chr_302+CDS257,chr_101+CDS246,+,1230,2961,736,0.5983739837398374,0.248564674096589,6,1,954,2961,568,0.5953878406708596,0.19182708544410673
chr_302+CDS258,chr_101+CDS247,+,1905,493,239,0.12545931758530185,0.4847870182555781,1,3,1905,297,127,0.06666666666666667,0.4276094276094276
chr_302+CDS258,chr_101+CDS248,+,1905,2570,721,0.3784776902887139,0.28054474708171206,1,2,1905,2520,721,0.3784776902887139,0.2861111111111111
chr_302+CDS259,chr_101+CDS248,+,1250,2570,1250,1.0,0.48638132295719844,2,2,1176,2520,1176,1.0,0.4666666666666667
chr_302+CDS260,chr_101+CDS249,+,3513,1634,1634,0.46512951892968973,1.0,3,2,3411,1554,1452,0.4256816182937555,0.9343629343629344
chr_302+CDS261,chr_101+CDS250,-,5631,2422,206,0.03658320014207068,0.08505367464905036,3,2,5511,2361,206,0.037379785882779896,0.08725116476069462
chr_302+CDS261,chr_101+CDS251,-,5631,2513,2480,0.44041910850648197,0.9868682849184242,3,6,5511,1896,1863,0.33805117038649973,0.9825949367088608
chr_302+CDS262,chr_101+CDS253,+,4768,1950,1950,0.4089765100671141,1.0,5,6,4473,1083,937,0.20947909680304047,0.8651892890120036
chr_302+CDS263,chr_101+CDS255,+,1377,2804,1377,1.0,0.49108416547788875,1,6,1377,1650,1057,0.7676107480029049,0.6406060606060606
chr_302+CDS264,chr_101+CDS257,+,1145,1915,328,0.28646288209606985,0.17127937336814622,3,3,1023,1803,226,0.2209188660801564,0.12534664448141986
chr_302+CDS265,chr_101+CDS257,+,900,1915,817,0.9077777777777778,0.4266318537859008,3,3,744,1803,690,0.9274193548387096,0.3826955074875208
chr_302+CDS267,chr_101+CDS258,-,1032,3176,1032,1.0,0.3249370277078086,4,7,831,2460,497,0.5980746089049338,0.20203252032520325
chr_302+CDS269,chr_101+CDS259,-,3969,1329,178,0.04484756865709247,0.13393528969149737,6,1,3654,1329,178,0.04871373836891078,0.13393528969149737
chr_302+CDS269,chr_101+CDS260,-,3969,1059,1059,0.2668178382464097,1.0,6,1,3654,1059,983,0.26902025177887245,0.9282341831916903
chr_302+CDS272,chr_101+CDS263,+,1298,909,759,0.5847457627118644,0.834983498349835,2,1,1239,909,700,0.5649717514124294,0.77007700770077
chr_302+CDS273,chr_101+CDS265,+,2175,936,791,0.36367816091954025,0.8450854700854701,5,1,1935,936,685,0.35400516795865633,0.7318376068376068
chr_302+CDS276,chr_101+CDS272,+,1831,1577,1119,0.6111414527580558,0.709575142675967,7,2,1356,1494,908,0.6696165191740413,0.607764390896921
chr_302+CDS277,chr_101+CDS273,-,1168,2013,935,0.800513698630137,0.4644808743169399,3,4,966,1587,707,0.7318840579710145,0.44549464398235666
chr_302+CDS278,chr_101+CDS274,+,1632,1329,898,0.5502450980392157,0.6756960120391272,1,1,1632,1329,898,0.5502450980392157,0.6756960120391272
chr_302+CDS279,chr_101+CDS275,-,893,1481,851,0.9529675251959686,0.574611748818366,2,5,822,1221,658,0.8004866180048662,0.5389025389025389
chr_302+CDS281,chr_101+CDS276,-,1847,2040,177,0.09583107742284785,0.08676470588235294,2,1,1785,2040,177,0.09915966386554621,0.08676470588235294
chr_302+CDS282,chr_101+CDS278,+,1327,2488,1327,1.0,0.5333601286173634,3,2,1197,2418,1197,1.0,0.49503722084367247
chr_302+CDS285,chr_101+CDS284,+,1492,1141,884,0.5924932975871313,0.7747589833479404,3,4,1386,810,501,0.36147186147186144,0.6185185185185185
chr_302+CDS286,chr_101+CDS285,+,440,1278,96,0.21818181818181817,0.07511737089201878,2,2,321,1206,95,0.29595015576323985,0.07877280265339967
chr_302+CDS287,chr_101+CDS286,-,1602,1490,270,0.16853932584269662,0.18120805369127516,2,4,1551,1302,270,0.17408123791102514,0.2073732718894009
chr_302+CDS288,chr_101+CDS286,-,648,1490,630,0.9722222222222222,0.4228187919463087,1,4,648,1302,559,0.8626543209876543,0.4293394777265745
chr_302+CDS289,chr_101+CDS287,+,1482,1207,1207,0.8144399460188934,1.0,1,2,1482,1134,1134,0.7651821862348178,1.0
chr_302+CDS290,chr_101+CDS288,-,612,1464,612,1.0,0.4180327868852459,1,2,612,1353,612,1.0,0.4523281596452328
chr_302+CDS291,chr_101+CDS289,+,893,380,380,0.425531914893617,1.0,2,2,825,321,253,0.30666666666666664,0.7881619937694704
chr_302+CDS293,chr_101+CDS291,-,783,833,249,0.31800766283524906,0.29891956782713086,1,4,783,555,153,0.19540229885057472,0.2756756756756757
chr_302+CDS296,chr_101+CDS296,+,3945,882,882,0.22357414448669202,1.0,1,1,3945,882,882,0.22357414448669202,1.0
chr_302+CDS297,chr_101+CDS298,-,780,6960,780,1.0,0.11206896551724138,1,5,780,6453,780,1.0,0.12087401208740121
chr_302+CDS299,chr_101+CDS299,+,1803,1041,1041,0.5773710482529119,1.0,1,8,1803,681,681,0.3777038269550749,1.0
chr_302+CDS300,chr_101+CDS300,-,1047,1130,242,0.23113658070678128,0.21415929203539824,2,4,975,780,149,0.15282051282051282,0.191025641025641
chr_302+CDS300,chr_101+CDS301,-,1047,4341,101,0.0964660936007641,0.023266528449665976,2,10,975,3501,93,0.09538461538461539,0.026563838903170524
chr_302+CDS301,chr_101+CDS301,-,1396,4341,1396,1.0,0.3215848882745911,2,10,1329,3501,1170,0.8803611738148984,0.3341902313624679
chr_302+CDS302,chr_101+CDS303,-,5009,1197,1197,0.2389698542623278,1.0,2,2,4926,1137,1137,0.23081607795371498,1.0
chr_302+CDS304,chr_101+CDS305,-,731,556,556,0.7606019151846786,1.0,6,2,453,498,263,0.5805739514348786,0.5281124497991968
chr_302+CDS305,chr_101+CDS308,+,1122,1483,608,0.5418894830659536,0.40997977073499664,1,5,1122,1248,497,0.44295900178253117,0.39823717948717946
chr_302+CDS310,chr_101+CDS314,-,1080,903,903,0.8361111111111111,1.0,1,1,1080,903,903,0.8361111111111111,1.0
chr_302+CDS311,chr_101+CDS315,+,1024,1495,839,0.8193359375,0.5612040133779265,3,4,918,1317,652,0.710239651416122,0.49506454062262717
chr_302+CDS312,chr_101+CDS316,+,1748,1480,1451,0.830091533180778,0.9804054054054054,2,3,1698,1332,1303,0.7673733804475854,0.9782282282282282
chr_302+CDS317,chr_101+CDS318,-,536,2046,515,0.960820895522388,0.2517106549364614,2,2,462,1995,441,0.9545454545454546,0.22105263157894736
chr_302+CDS318,chr_101+CDS318,-,2086,2046,1134,0.5436241610738255,0.5542521994134897,7,2,1731,1995,902,0.5210860774119006,0.4521303258145363
chr_302+CDS323,chr_101+CDS322,+,2041,923,877,0.42969132778049973,0.9501625135427952,2,3,1965,810,764,0.3888040712468193,0.9432098765432099
chr_302+CDS326,chr_101+CDS325,+,1959,2445,1959,1.0,0.8012269938650307,8,3,1419,2193,1268,0.8935870331219169,0.5782033743730051
chr_302+CDS327,chr_101+CDS326,-,1974,3495,1594,0.8074974670719351,0.45608011444921315,7,3,1524,3363,1193,0.7828083989501312,0.3547427891763307
chr_302+CDS328,chr_101+CDS327,-,1071,897,877,0.8188608776844071,0.9777034559643255,1,3,1071,768,748,0.6984126984126984,0.9739583333333334
chr_302+CDS329,chr_101+CDS328,+,4788,1891,1891,0.39494569757727654,1.0,2,4,4698,1551,1551,0.3301404853128991,1.0
chr_302+CDS334,chr_101+CDS334,+,1546,4429,1546,1.0,0.34906299390381573,2,8,1404,3591,1298,0.9245014245014245,0.3614592035644667
chr_302+CDS336,chr_101+CDS335,+,8175,2022,1006,0.12305810397553517,0.49752720079129575,6,5,7908,1764,748,0.09458775923115832,0.42403628117913833
chr_302+CDS337,chr_101+CDS336,+,1053,2610,1053,1.0,0.40344827586206894,3,1,900,2610,900,1.0,0.3448275862068966
chr_302+CDS338,chr_101+CDS336,+,984,2610,644,0.6544715447154471,0.2467432950191571,1,1,984,2610,644,0.6544715447154471,0.2467432950191571
chr_302+CDS341,chr_101+CDS338,-,1496,1966,1496,1.0,0.7609359104781281,5,8,1146,1578,970,0.8464223385689355,0.614702154626109
chr_302+CDS342,chr_101+CDS339,+,1011,1271,143,0.1414441147378833,0.1125098347757671,1,5,1011,984,143,0.1414441147378833,0.14532520325203252
chr_302+CDS344,chr_101+CDS340,+,1045,1415,475,0.45454545454545453,0.33568904593639576,2,6,987,1143,306,0.3100303951367781,0.2677165354330709
chr_302+CDS345,chr_101+CDS341,+,1260,2058,1260,1.0,0.6122448979591837,1,2,1260,2010,1212,0.9619047619047619,0.6029850746268657
chr_302+CDS349,chr_101+CDS344,-,1743,1914,503,0.28858290304073436,0.26280041797283177,3,1,1575,1914,484,0.3073015873015873,0.25287356321839083
chr_302+CDS351,chr_101+CDS346,+,1162,895,243,0.20912220309810672,0.27150837988826815,3,3,1047,741,145,0.1384909264565425,0.19568151147098514
chr_302+CDS352,chr_101+CDS347,-,2139,1255,253,0.11827956989247312,0.20159362549800797,1,3,2139,1077,125,0.0584385226741468,0.11606313834726091
chr_302+CDS355,chr_101+CDS349,-,858,1831,846,0.986013986013986,0.4620425996723102,3,3,741,1692,729,0.9838056680161943,0.4308510638297872
chr_302+CDS357,chr_101+CDS350,-,1846,1030,1030,0.5579631635969664,1.0,5,2,1641,957,797,0.48567946374162096,0.832810867293626
chr_302+CDS359,chr_101+CDS351,-,1775,1746,305,0.17183098591549295,0.17468499427262313,5,2,1551,1689,248,0.15989684074790458,0.14683244523386618
chr_302+CDS360,chr_101+CDS352,+,2122,1952,1814,0.8548539114043355,0.9293032786885246,4,6,1920,1623,1291,0.6723958333333333,0.7954405422057917
chr_302+CDS362,chr_101+CDS354,-,1803,1696,1610,0.8929561841375485,0.9492924528301887,1,3,1803,1557,1471,0.8158624514697727,0.9447655748233783
chr_302+CDS364,chr_101+CDS355,+,2496,1609,977,0.39142628205128205,0.6072094468614045,2,3,2448,1497,865,0.3533496732026144,0.5778223112892451
chr_302+CDS365,chr_101+CDS355,+,659,1609,254,0.38543247344461307,0.15786202610316968,2,3,582,1497,254,0.436426116838488,0.16967267869071476
chr_302+CDS368,chr_101+CDS359,+,3602,1958,1958,0.5435868961687951,1.0,4,3,3426,1794,1744,0.5090484530064214,0.9721293199554069
chr_302+CDS368,chr_101+CDS360,+,3602,1038,14,0.003886729594669628,0.01348747591522158,4,1,3426,1038,14,0.004086398131932283,0.01348747591522158
chr_302+CDS369,chr_101+CDS360,+,1170,1038,15,0.01282051282051282,0.014450867052023121,1,1,1170,1038,15,0.01282051282051282,0.014450867052023121
chr_302+CDS370,chr_101+CDS361,-,1697,3107,1544,0.9098408956982911,0.4969423881557773,3,6,1569,2706,1182,0.7533460803059273,0.43680709534368073
chr_302+CDS372,chr_101+CDS363,-,896,1312,896,1.0,0.6829268292682927,2,3,843,1185,716,0.8493475682087782,0.6042194092827005
chr_302+CDS376,chr_101+CDS367,+,1964,1365,1240,0.6313645621181263,0.9084249084249084,3,4,1866,1119,1006,0.5391211146838156,0.8990169794459338
chr_302+CDS380,chr_101+CDS368,+,1806,3041,1806,1.0,0.5938835909240382,3,3,1701,2910,1579,0.9282774838330394,0.5426116838487972
chr_302+CDS383,chr_101+CDS369,+,1298,2462,670,0.5161787365177196,0.27213647441104794,4,3,1083,2292,499,0.46075715604801476,0.21771378708551484
chr_302+CDS383,chr_101+CDS370,+,1298,1912,106,0.08166409861325115,0.05543933054393305,4,3,1083,1743,106,0.09787626962142197,0.060814687320711415
chr_302+CDS386,chr_101+CDS371,+,1485,1597,618,0.4161616161616162,0.38697557921102066,5,3,1278,1416,385,0.30125195618153366,0.2718926553672316
chr_302+CDS387,chr_101+CDS372,-,2881,1275,521,0.18083998611593197,0.40862745098039216,2,3,2733,1149,373,0.13648005854372486,0.32463011314186246
chr_302+CDS388,chr_101+CDS374,+,620,2976,620,1.0,0.20833333333333334,5,5,384,2712,343,0.8932291666666666,0.1264749262536873
chr_302+CDS389,chr_101+CDS374,+,980,2976,980,1.0,0.3293010752688172,3,5,732,2712,732,1.0,0.26991150442477874
chr_302+CDS391,chr_101+CDS376,-,1279,4272,1279,1.0,0.2993913857677903,2,2,1212,4221,1212,1.0,0.287135749822317
chr_302+CDS392,chr_101+CDS376,-,576,4272,576,1.0,0.1348314606741573,1,2,576,4221,525,0.9114583333333334,0.12437810945273632
chr_302+CDS393,chr_101+CDS376,-,1539,4272,87,0.056530214424951264,0.020365168539325844,2,2,1482,4221,87,0.058704453441295545,0.02061122956645345
chr_302+CDS395,chr_101+CDS379,+,1086,2370,1033,0.9511970534069981,0.43586497890295356,2,1,1038,2370,985,0.9489402697495183,0.41561181434599154
chr_302+CDS397,chr_101+CDS380,-,438,596,404,0.9223744292237442,0.6778523489932886,4,2,264,534,226,0.8560606060606061,0.4232209737827715
chr_302+CDS398,chr_101+CDS381,+,2516,8178,2516,1.0,0.3076546832966495,2,15,2460,7383,2338,0.9504065040650407,0.31667343898144384
chr_302+CDS399,chr_101+CDS382,-,1536,1611,370,0.24088541666666666,0.22967101179391683,1,1,1536,1611,370,0.24088541666666666,0.22967101179391683
chr_302+CDS402,chr_101+CDS384,+,3550,3353,1550,0.43661971830985913,0.4622725917089174,10,5,3099,3111,1443,0.46563407550822844,0.46383799421407906
chr_302+CDS402,chr_101+CDS385,+,3550,2412,1486,0.41859154929577463,0.6160862354892206,10,5,3099,1659,565,0.18231687641174574,0.3405666063893912
chr_302+CDS403,chr_101+CDS385,+,3268,2412,171,0.05232558139534884,0.0708955223880597,6,5,2964,1659,145,0.048920377867746286,0.08740204942736589
chr_302+CDS403,chr_101+CDS386,+,3268,4271,1102,0.3372093023255814,0.25801919925076094,6,10,2964,3621,608,0.20512820512820512,0.16790941728804198
chr_302+CDS404,chr_101+CDS386,+,1521,4271,1521,1.0,0.35612268789510654,1,10,1521,3621,1305,0.8579881656804734,0.3603976801988401
chr_302+CDS405,chr_101+CDS388,+,1555,973,575,0.36977491961414793,0.590955806783145,5,3,1263,750,324,0.25653206650831356,0.432
chr_302+CDS409,chr_101+CDS391,+,1158,942,693,0.5984455958549223,0.7356687898089171,2,4,1083,633,487,0.44967682363804246,0.7693522906793049
chr_302+CDS412,chr_101+CDS393,+,1032,812,550,0.5329457364341085,0.6773399014778325,2,3,963,660,329,0.34164070612668745,0.4984848484848485
chr_302+CDS413,chr_101+CDS394,-,378,1816,378,1.0,0.20814977973568283,1,2,378,1737,378,1.0,0.21761658031088082
chr_302+CDS418,chr_101+CDS397,+,3052,921,921,0.30176933158584535,1.0,3,1,2931,921,800,0.27294438758103035,0.8686210640608035
chr_302+CDS419,chr_101+CDS398,-,1665,2698,1665,1.0,0.617123795404003,1,2,1665,2649,1616,0.9705705705705706,0.6100415251038127
chr_302+CDS420,chr_101+CDS399,-,1770,2248,1359,0.7677966101694915,0.6045373665480427,2,3,1707,2037,1146,0.671353251318102,0.5625920471281296
chr_302+CDS421,chr_101+CDS399,-,2266,2248,183,0.08075904677846425,0.08140569395017794,5,3,2010,2037,183,0.09104477611940298,0.0898379970544919
chr_302+CDS422,chr_101+CDS401,+,7548,2519,2519,0.33373078961314256,1.0,3,2,7428,2457,2457,0.33077544426494343,1.0
chr_302+CDS422,chr_101+CDS402,+,7548,1673,1643,0.21767355590885,0.982068141063957,3,5,7428,1392,1362,0.18336025848142165,0.978448275862069
chr_302+CDS424,chr_101+CDS404,-,1786,2863,1513,0.8471444568868981,0.5284666433810689,5,12,1521,2214,1009,0.663379355687048,0.45573622402890696
chr_302+CDS426,chr_101+CDS406,-,2000,4385,2000,1.0,0.45610034207525657,5,2,1776,4326,1776,1.0,0.4105409153952843
chr_302+CDS427,chr_101+CDS407,+,1521,1632,1071,0.7041420118343196,0.65625,1,2,1521,1578,1071,0.7041420118343196,0.6787072243346007
chr_302+CDS429,chr_101+CDS409,+,957,3521,957,1.0,0.2717977847202499,1,4,957,3309,853,0.8913270637408568,0.25778180719250526
chr_302+CDS431,chr_101+CDS410,-,806,6680,806,1.0,0.12065868263473054,2,5,735,6462,735,1.0,0.11374187558031569
chr_302+CDS434,chr_101+CDS410,-,999,6680,311,0.3113113113113113,0.04655688622754491,1,5,999,6462,287,0.2872872872872873,0.04441349427421851
chr_302+CDS438,chr_101+CDS412,-,2067,1425,829,0.4010643444605709,0.5817543859649122,1,1,2067,1425,829,0.4010643444605709,0.5817543859649122
chr_302+CDS439,chr_101+CDS413,+,1796,1341,1139,0.6341870824053452,0.8493661446681581,4,1,1638,1341,1092,0.6666666666666666,0.814317673378076
chr_302+CDS440,chr_101+CDS414,-,4803,5450,4713,0.981261711430356,0.8647706422018349,4,5,4629,5175,4383,0.9468567725210628,0.8469565217391304
chr_302+CDS442,chr_101+CDS415,+,750,1336,750,1.0,0.561377245508982,3,2,588,1275,527,0.8962585034013606,0.41333333333333333
chr_302+CDS443,chr_101+CDS417,+,1178,1585,140,0.11884550084889643,0.08832807570977919,2,3,1107,1422,140,0.12646793134598014,0.09845288326300984
